age,gender,grade,height,weight,physically_active_7d,strength_training_7d,school_night_hours_sleep
15.0,female,10,1.73,79.38,1.0,3.0,6
15.0,female,9,1.57,65.77,3.0,0.0,9
15.0,female,9,1.7,65.77,5.0,2.0,6
15.0,female,9,,,7.0,5.0,<5
14.0,female,9,,,,0.0,6
14.0,female,9,1.8,71.67,2.0,1.0,7
15.0,female,9,1.73,56.7,7.0,7.0,8
15.0,female,9,1.55,50.8,7.0,7.0,8
14.0,female,9,1.68,61.24,6.0,6.0,7
15.0,male,9,1.93,127.46,1.0,7.0,7
15.0,male,9,1.78,61.69,5.0,7.0,9
15.0,male,9,1.7,68.04,7.0,6.0,8
15.0,male,9,1.75,73.94,6.0,4.0,8
15.0,male,9,1.83,102.06,5.0,3.0,7
17.0,male,10,1.75,78.93,7.0,5.0,8
15.0,male,9,1.75,70.76,7.0,5.0,9
17.0,male,12,1.75,73.48,4.0,0.0,7
18.0,male,12,1.75,93.9,3.0,3.0,7
18.0,male,12,,,,1.0,
18.0,male,12,1.83,82.1,7.0,7.0,9
17.0,female,12,1.75,79.38,2.0,0.0,7
18.0,female,12,1.57,63.5,4.0,0.0,7
18.0,female,12,1.65,72.58,2.0,1.0,6
18.0,female,12,1.63,56.7,5.0,0.0,5
18.0,female,12,1.57,52.16,3.0,0.0,6
18.0,female,12,1.55,52.16,5.0,1.0,7
18.0,female,12,1.55,54.43,5.0,2.0,6
18.0,female,12,1.63,56.25,3.0,3.0,6
17.0,female,12,1.57,48.54,7.0,7.0,7
17.0,female,12,1.6,56.7,4.0,0.0,8
18.0,female,12,1.7,68.04,7.0,7.0,7
18.0,female,12,1.73,68.04,2.0,2.0,7
17.0,female,12,1.65,81.65,5.0,0.0,8
17.0,female,12,1.7,74.84,3.0,3.0,7
17.0,female,11,1.57,52.16,0.0,0.0,5
16.0,female,11,,,4.0,0.0,7
17.0,female,11,1.7,62.6,4.0,5.0,8
17.0,female,11,1.55,57.15,3.0,0.0,6
17.0,male,11,1.75,65.77,5.0,3.0,7
15.0,male,9,2.03,56.7,7.0,3.0,9
16.0,male,9,1.96,104.78,7.0,7.0,7
15.0,male,9,1.8,102.97,3.0,3.0,7
16.0,male,9,1.85,62.6,7.0,7.0,7
15.0,male,9,1.63,60.78,3.0,5.0,6
14.0,male,9,1.7,58.51,2.0,2.0,8
15.0,male,9,1.8,61.24,5.0,4.0,6
16.0,male,9,1.83,70.76,6.0,2.0,6
15.0,male,9,1.83,85.28,2.0,0.0,6
14.0,male,9,1.73,54.89,7.0,7.0,9
15.0,male,9,1.83,66.23,5.0,5.0,7
16.0,male,9,1.75,63.5,3.0,2.0,6
15.0,male,9,1.7,68.04,3.0,4.0,<5
14.0,female,9,,,5.0,2.0,8
15.0,female,9,1.52,51.71,5.0,5.0,8
15.0,female,9,1.7,79.38,3.0,3.0,7
15.0,female,9,1.65,44.45,5.0,2.0,6
15.0,female,9,1.5,68.95,2.0,2.0,7
16.0,female,10,1.63,52.16,4.0,4.0,9
16.0,female,10,1.6,54.43,3.0,3.0,7
15.0,female,9,1.5,45.81,5.0,2.0,6
15.0,female,9,1.68,70.31,5.0,2.0,6
15.0,female,9,1.47,51.26,4.0,2.0,8
15.0,female,9,1.73,63.5,7.0,5.0,5
16.0,male,10,1.83,65.77,7.0,7.0,9
15.0,male,10,1.78,66.23,6.0,4.0,7
16.0,male,10,1.73,60.33,7.0,7.0,9
16.0,male,10,1.7,77.11,7.0,6.0,7
15.0,male,10,1.75,122.47,3.0,1.0,8
17.0,male,10,1.8,118.84,3.0,2.0,<5
16.0,male,10,1.88,75.75,7.0,0.0,6
16.0,male,10,1.85,65.77,3.0,3.0,6
16.0,male,10,1.85,88.91,7.0,7.0,5
17.0,male,11,1.75,79.38,7.0,7.0,<5
16.0,male,10,1.83,65.32,4.0,3.0,7
17.0,male,10,1.73,72.58,7.0,4.0,8
17.0,male,10,1.65,63.5,1.0,0.0,6
17.0,male,10,1.68,81.65,,,
17.0,male,10,1.68,147.42,5.0,5.0,5
16.0,male,10,1.75,54.43,5.0,4.0,9
16.0,male,10,1.85,74.84,3.0,6.0,7
17.0,female,10,1.65,85.73,7.0,0.0,<5
16.0,female,10,1.63,60.78,2.0,1.0,6
16.0,female,10,1.7,76.2,7.0,7.0,9
16.0,female,10,,,2.0,0.0,9
16.0,female,10,1.65,52.16,0.0,0.0,8
16.0,female,10,1.55,47.63,5.0,5.0,7
15.0,female,10,1.6,61.24,3.0,3.0,10+
18.0,female,12,1.78,77.11,4.0,4.0,5
18.0,female,12,1.6,80.74,2.0,0.0,6
18.0,male,12,1.93,73.03,7.0,2.0,6
17.0,male,12,1.7,64.41,7.0,2.0,7
18.0,male,12,1.73,72.58,3.0,5.0,5
18.0,male,12,1.75,68.04,7.0,0.0,6
18.0,male,12,1.83,97.52,2.0,3.0,6
17.0,female,12,1.7,58.97,1.0,2.0,7
18.0,female,12,1.65,54.43,5.0,5.0,8
18.0,female,12,1.65,77.11,1.0,0.0,10+
18.0,female,12,1.57,60.78,3.0,3.0,8
18.0,male,12,1.7,72.58,7.0,0.0,7
18.0,female,12,1.63,53.52,1.0,1.0,7
17.0,male,12,1.85,77.11,7.0,7.0,6
18.0,male,12,1.75,67.13,5.0,4.0,5
18.0,male,12,1.88,72.58,7.0,7.0,5
18.0,male,12,1.8,95.26,3.0,3.0,7
18.0,male,12,1.78,68.04,2.0,2.0,7
18.0,male,12,1.73,81.65,2.0,0.0,7
18.0,male,12,1.83,89.81,0.0,2.0,8
18.0,male,12,1.85,95.26,5.0,5.0,7
18.0,male,12,1.8,158.76,1.0,0.0,<5
17.0,female,12,1.6,60.78,5.0,5.0,7
17.0,female,12,1.73,79.38,6.0,4.0,8
16.0,male,9,1.75,72.58,7.0,5.0,8
15.0,male,9,1.6,56.7,7.0,5.0,9
15.0,male,9,1.6,54.89,7.0,2.0,7
15.0,male,9,1.73,65.77,7.0,3.0,8
14.0,male,9,1.75,57.15,7.0,4.0,8
15.0,male,9,1.8,72.58,4.0,4.0,8
15.0,male,9,1.68,55.34,7.0,7.0,8
15.0,male,9,1.52,44.45,7.0,2.0,8
15.0,male,9,1.57,43.09,1.0,2.0,5
14.0,male,9,1.75,64.86,5.0,7.0,8
15.0,male,9,1.85,69.85,7.0,7.0,7
15.0,male,9,1.75,62.6,7.0,7.0,9
15.0,male,9,1.63,51.26,5.0,2.0,8
14.0,male,9,1.57,51.71,6.0,2.0,8
15.0,female,9,1.63,54.43,7.0,7.0,6
14.0,female,9,1.63,46.27,7.0,4.0,8
15.0,female,9,1.68,54.43,4.0,5.0,7
15.0,female,9,1.73,68.04,5.0,2.0,6
15.0,female,9,1.75,50.8,3.0,2.0,8
15.0,female,9,1.6,49.9,5.0,5.0,8
14.0,female,9,1.63,85.73,2.0,0.0,7
15.0,female,9,1.63,51.71,6.0,6.0,7
,male,,,,4.0,0.0,6
,female,,,,7.0,3.0,8
16.0,female,10,1.68,59.88,0.0,0.0,8
16.0,female,10,1.68,55.79,2.0,2.0,6
15.0,female,10,1.6,52.16,6.0,2.0,<5
15.0,female,10,1.57,44.45,0.0,0.0,8
16.0,female,10,1.73,66.23,4.0,4.0,6
16.0,female,10,1.68,108.86,7.0,0.0,7
16.0,female,10,1.52,52.16,3.0,2.0,9
17.0,female,10,1.5,61.24,0.0,1.0,5
17.0,male,10,1.68,72.58,2.0,0.0,8
16.0,male,10,1.8,102.06,0.0,0.0,7
17.0,male,12,1.83,74.84,5.0,3.0,5
16.0,male,10,1.8,69.85,0.0,0.0,7
16.0,male,10,1.8,52.16,7.0,2.0,8
17.0,male,11,1.78,59.42,7.0,7.0,6
16.0,male,10,1.88,90.72,5.0,7.0,7
16.0,male,10,,,7.0,3.0,8
15.0,male,10,1.96,116.12,4.0,0.0,9
16.0,male,10,1.78,68.04,4.0,1.0,8
15.0,male,10,1.8,73.48,6.0,4.0,7
17.0,female,11,1.55,55.79,1.0,1.0,6
18.0,female,11,1.6,59.88,3.0,3.0,6
17.0,male,11,1.9,124.74,3.0,3.0,5
16.0,male,11,1.83,76.66,7.0,1.0,8
16.0,male,11,1.73,58.97,1.0,3.0,8
16.0,male,11,1.85,109.77,1.0,4.0,<5
17.0,male,11,1.7,108.86,4.0,4.0,6
16.0,male,11,1.88,115.67,7.0,7.0,7
17.0,male,11,1.83,84.37,1.0,1.0,7
17.0,male,11,1.75,60.78,4.0,2.0,7
17.0,male,11,1.68,59.88,0.0,0.0,9
17.0,male,11,1.8,66.68,2.0,0.0,7
17.0,male,11,1.78,88.45,0.0,0.0,7
17.0,male,11,1.85,73.03,7.0,6.0,8
17.0,male,11,1.88,79.38,7.0,7.0,7
16.0,female,11,1.7,63.5,0.0,0.0,8
17.0,female,11,1.73,71.67,5.0,5.0,5
16.0,female,11,1.6,49.9,4.0,0.0,5
16.0,female,10,1.68,89.81,4.0,0.0,5
16.0,female,10,1.57,46.72,4.0,5.0,7
16.0,female,10,1.65,54.43,6.0,0.0,8
16.0,female,10,1.65,55.79,4.0,4.0,5
15.0,female,10,,,7.0,3.0,6
16.0,female,10,1.68,56.7,7.0,7.0,8
16.0,female,10,1.63,64.41,5.0,4.0,7
16.0,female,10,1.65,56.7,0.0,0.0,6
16.0,female,10,1.68,64.41,3.0,2.0,<5
15.0,female,10,1.57,54.43,1.0,1.0,6
15.0,female,10,1.68,97.98,0.0,0.0,6
15.0,female,10,1.68,58.97,0.0,2.0,5
16.0,male,10,1.98,92.99,7.0,3.0,7
16.0,male,10,1.78,78.47,5.0,2.0,7
16.0,male,10,1.85,76.2,6.0,6.0,8
16.0,male,10,1.93,97.98,4.0,4.0,6
16.0,male,10,1.83,62.6,6.0,6.0,8
16.0,male,10,1.9,81.65,7.0,7.0,7
16.0,male,10,1.78,79.83,0.0,0.0,6
16.0,male,10,1.85,72.58,7.0,5.0,7
15.0,male,10,1.8,62.6,7.0,5.0,7
16.0,male,10,1.88,77.11,4.0,3.0,6
16.0,male,10,1.7,74.39,0.0,2.0,8
15.0,male,10,1.7,58.06,7.0,7.0,8
16.0,male,10,1.8,66.68,3.0,0.0,7
15.0,male,10,1.6,45.36,3.0,3.0,7
18.0,female,12,1.63,67.59,6.0,3.0,<5
17.0,female,12,1.5,55.79,3.0,0.0,7
18.0,female,12,1.63,52.16,4.0,4.0,7
17.0,female,12,1.6,54.43,4.0,4.0,<5
18.0,female,12,1.68,58.97,4.0,0.0,6
17.0,female,12,1.6,126.1,6.0,6.0,8
18.0,female,12,1.6,58.97,3.0,2.0,7
17.0,female,12,1.7,54.43,7.0,2.0,7
17.0,female,12,1.57,49.9,0.0,0.0,7
18.0,male,12,1.7,72.58,7.0,6.0,5
17.0,male,12,1.8,77.11,7.0,7.0,7
17.0,male,12,1.75,92.99,7.0,0.0,7
17.0,male,12,1.7,72.58,0.0,0.0,7
18.0,male,12,1.85,81.65,7.0,7.0,7
18.0,male,12,1.65,68.04,0.0,0.0,7
17.0,male,12,1.83,71.67,7.0,5.0,8
18.0,male,12,1.9,74.84,4.0,1.0,7
17.0,male,12,1.98,117.94,1.0,0.0,7
18.0,male,12,1.75,99.79,2.0,4.0,7
18.0,male,12,,,7.0,7.0,6
18.0,male,12,1.88,81.65,7.0,4.0,7
18.0,male,12,1.73,77.57,7.0,7.0,6
15.0,female,9,1.73,70.31,3.0,2.0,5
15.0,female,9,1.65,60.78,7.0,0.0,7
15.0,female,9,1.65,48.08,7.0,6.0,6
14.0,female,9,1.65,59.88,2.0,1.0,5
14.0,female,9,1.7,117.94,4.0,2.0,
15.0,female,9,1.57,43.09,4.0,3.0,7
15.0,female,9,1.63,49.9,7.0,5.0,7
15.0,female,9,1.65,73.48,7.0,4.0,7
14.0,female,9,1.73,69.85,6.0,6.0,8
15.0,female,9,1.8,108.86,2.0,1.0,6
14.0,female,9,1.65,107.96,3.0,0.0,5
14.0,female,9,1.65,54.43,7.0,7.0,6
15.0,female,9,1.73,57.61,4.0,2.0,9
15.0,male,9,1.78,77.11,7.0,5.0,5
15.0,male,9,1.78,70.31,6.0,5.0,7
15.0,male,9,1.83,68.04,2.0,0.0,6
15.0,male,9,1.73,57.15,3.0,2.0,8
15.0,male,9,1.85,63.5,7.0,7.0,8
15.0,male,9,1.7,77.11,5.0,5.0,9
15.0,male,9,1.65,52.16,7.0,7.0,8
15.0,male,9,1.75,70.31,5.0,4.0,7
14.0,male,9,1.8,49.9,0.0,0.0,8
15.0,male,9,1.8,74.84,6.0,3.0,<5
16.0,female,11,1.68,72.12,3.0,3.0,6
16.0,female,11,1.65,58.97,4.0,3.0,<5
16.0,female,11,1.75,58.97,5.0,5.0,6
18.0,female,11,1.68,58.97,2.0,2.0,8
16.0,female,11,1.65,66.23,0.0,0.0,<5
17.0,female,12,1.57,69.4,6.0,1.0,8
17.0,female,11,1.65,54.43,2.0,1.0,8
17.0,female,11,1.6,56.7,7.0,5.0,8
17.0,male,11,1.57,51.71,7.0,7.0,7
17.0,male,11,1.8,65.77,7.0,5.0,8
17.0,male,11,1.75,70.31,7.0,4.0,7
17.0,male,11,1.57,74.84,2.0,0.0,6
17.0,male,11,1.7,56.7,5.0,0.0,<5
17.0,male,11,1.93,86.18,7.0,5.0,8
16.0,male,11,1.85,72.58,5.0,5.0,7
16.0,male,11,1.7,61.24,7.0,7.0,6
16.0,male,11,1.83,62.14,6.0,4.0,6
17.0,male,11,1.88,65.77,6.0,3.0,7
16.0,male,11,1.7,58.06,4.0,0.0,6
17.0,male,11,1.7,72.58,7.0,7.0,8
17.0,male,11,1.88,86.18,7.0,6.0,9
17.0,male,11,1.73,79.38,7.0,7.0,6
17.0,male,11,1.75,61.24,0.0,3.0,6
18.0,male,11,1.8,81.65,7.0,5.0,7
17.0,male,11,1.63,66.68,5.0,5.0,<5
16.0,female,10,1.8,127.01,6.0,0.0,5
16.0,female,11,1.73,54.43,3.0,1.0,7
16.0,female,11,1.57,44.45,3.0,5.0,7
17.0,female,11,1.7,52.16,1.0,6.0,6
17.0,female,11,1.7,58.06,4.0,4.0,<5
16.0,female,11,1.6,60.33,2.0,2.0,6
17.0,female,11,1.68,65.77,5.0,5.0,6
17.0,female,11,1.52,72.58,4.0,3.0,7
17.0,female,11,1.65,68.04,2.0,3.0,5
17.0,female,11,1.65,53.07,0.0,1.0,5
17.0,female,11,1.55,51.71,5.0,5.0,<5
17.0,female,12,1.63,58.97,0.0,5.0,6
16.0,female,11,1.7,86.18,6.0,5.0,<5
17.0,female,12,1.6,58.97,0.0,4.0,7
17.0,female,11,1.6,52.16,2.0,1.0,7
17.0,male,11,1.75,62.6,7.0,6.0,6
17.0,male,11,1.78,80.29,3.0,1.0,6
16.0,male,11,1.85,80.74,7.0,7.0,6
17.0,male,11,,,7.0,7.0,8
17.0,male,11,1.83,70.31,5.0,7.0,6
17.0,male,11,1.83,67.13,7.0,6.0,7
16.0,male,11,1.73,57.61,7.0,5.0,5
17.0,male,11,1.85,99.79,0.0,7.0,7
17.0,male,11,1.83,79.38,6.0,5.0,6
17.0,male,12,1.93,106.6,0.0,0.0,5
17.0,female,11,1.75,58.97,5.0,1.0,9
15.0,female,9,1.57,49.9,0.0,0.0,<5
15.0,female,9,1.63,58.51,7.0,5.0,7
15.0,female,9,1.65,48.54,5.0,4.0,7
16.0,female,9,,,2.0,2.0,8
15.0,female,9,,,7.0,6.0,6
15.0,female,9,1.63,49.9,7.0,7.0,7
15.0,female,9,1.55,54.43,4.0,0.0,6
15.0,male,9,1.73,56.7,6.0,6.0,7
14.0,male,9,1.7,52.16,2.0,1.0,9
16.0,male,10,1.68,44.0,0.0,2.0,8
14.0,male,9,1.68,49.9,7.0,5.0,5
15.0,male,9,1.85,63.5,3.0,7.0,9
16.0,male,10,1.96,81.65,2.0,2.0,7
14.0,male,9,1.7,68.04,7.0,7.0,8
18.0,male,12,1.73,54.43,0.0,1.0,7
18.0,male,12,1.4,58.06,5.0,5.0,8
17.0,male,11,,,2.0,3.0,9
15.0,male,9,1.78,63.05,7.0,6.0,6
14.0,male,9,1.73,72.58,7.0,7.0,7
18.0,female,12,1.7,72.58,5.0,5.0,7
18.0,female,12,1.73,68.04,7.0,7.0,8
17.0,female,12,1.63,47.63,0.0,2.0,8
18.0,female,12,1.73,53.07,4.0,2.0,7
18.0,female,12,1.57,52.62,2.0,0.0,6
18.0,female,12,1.6,58.06,0.0,0.0,5
17.0,female,12,1.75,73.94,5.0,1.0,9
17.0,female,12,1.52,44.45,0.0,0.0,5
18.0,female,12,1.6,74.84,4.0,2.0,8
18.0,male,12,1.78,106.6,3.0,0.0,7
17.0,male,12,1.78,65.77,4.0,0.0,6
17.0,male,12,1.75,79.38,7.0,7.0,7
18.0,male,12,1.83,76.2,5.0,5.0,7
18.0,male,12,1.7,84.37,2.0,2.0,5
18.0,male,12,1.88,87.54,7.0,5.0,5
18.0,male,12,1.75,68.04,7.0,3.0,6
18.0,male,12,1.83,79.38,5.0,6.0,8
18.0,male,12,1.73,81.19,5.0,5.0,6
18.0,male,12,1.85,92.99,7.0,7.0,6
18.0,male,12,1.78,85.73,0.0,0.0,6
18.0,male,12,1.63,50.8,4.0,,6
18.0,male,12,1.75,68.04,5.0,4.0,7
18.0,male,12,1.83,74.84,2.0,4.0,8
18.0,male,12,1.9,120.2,5.0,5.0,6
18.0,male,12,1.78,74.84,7.0,7.0,8
18.0,male,12,1.8,77.11,0.0,1.0,5
17.0,male,12,1.8,89.36,0.0,0.0,7
18.0,male,12,1.85,65.77,4.0,4.0,8
18.0,male,12,1.85,66.23,0.0,0.0,<5
16.0,female,10,1.68,58.97,7.0,6.0,7
16.0,female,10,1.68,58.97,5.0,5.0,7
15.0,female,10,1.6,56.25,2.0,6.0,8
16.0,female,10,1.65,42.18,2.0,2.0,<5
16.0,female,10,1.57,45.36,0.0,1.0,7
16.0,female,10,1.7,53.07,1.0,0.0,6
16.0,female,10,1.68,63.5,3.0,3.0,7
16.0,female,10,1.73,72.58,7.0,5.0,9
17.0,female,10,1.65,72.58,0.0,0.0,<5
16.0,female,10,1.57,68.04,2.0,1.0,5
16.0,female,10,1.63,72.58,5.0,2.0,7
17.0,male,11,1.78,72.58,7.0,3.0,<5
15.0,male,10,1.75,63.5,6.0,2.0,7
17.0,male,10,1.68,73.48,3.0,4.0,8
16.0,male,10,1.9,89.81,7.0,7.0,8
16.0,male,10,1.73,65.77,7.0,3.0,7
16.0,male,10,1.78,61.24,7.0,7.0,6
16.0,male,10,1.8,63.5,7.0,1.0,9
16.0,male,10,1.7,56.7,5.0,6.0,8
16.0,male,10,1.73,68.04,6.0,6.0,7
16.0,male,10,1.73,68.04,7.0,5.0,7
16.0,male,10,1.78,68.04,7.0,0.0,9
16.0,male,10,1.83,79.38,7.0,7.0,7
16.0,male,10,1.75,63.5,7.0,7.0,7
15.0,male,10,1.9,136.08,0.0,0.0,5
17.0,female,11,1.63,63.5,7.0,4.0,6
17.0,female,11,1.57,54.43,0.0,0.0,8
17.0,female,11,1.6,61.24,7.0,7.0,<5
16.0,female,11,1.65,69.85,4.0,3.0,8
16.0,female,11,1.57,49.9,0.0,0.0,8
16.0,female,11,1.63,57.15,2.0,0.0,6
16.0,female,11,1.68,73.48,3.0,2.0,7
17.0,female,11,1.57,54.43,7.0,6.0,9
17.0,female,11,1.65,76.2,6.0,6.0,8
16.0,female,11,1.7,59.88,7.0,2.0,6
16.0,female,11,1.55,65.77,2.0,0.0,7
17.0,female,11,1.68,69.85,7.0,2.0,5
16.0,female,11,1.68,56.7,0.0,0.0,6
17.0,female,11,1.68,58.06,4.0,3.0,6
16.0,male,11,1.8,68.95,4.0,4.0,7
17.0,male,11,1.88,95.71,7.0,3.0,<5
17.0,male,11,1.75,81.65,7.0,4.0,6
17.0,male,11,1.73,54.43,0.0,0.0,6
17.0,male,11,1.57,51.26,6.0,6.0,7
17.0,male,11,1.88,89.81,7.0,7.0,8
17.0,male,11,1.8,68.04,6.0,5.0,7
18.0,male,11,1.8,102.06,4.0,1.0,7
16.0,male,11,1.68,99.79,5.0,0.0,7
17.0,male,11,1.85,102.06,4.0,4.0,7
17.0,male,11,1.78,72.58,4.0,3.0,7
17.0,male,11,1.75,64.86,7.0,0.0,7
,male,,,,3.0,4.0,7
17.0,male,11,1.83,71.67,7.0,7.0,6
15.0,male,9,1.8,68.04,7.0,7.0,9
15.0,male,9,1.88,72.58,3.0,0.0,6
15.0,male,9,1.8,127.01,3.0,2.0,7
14.0,male,9,1.75,63.5,2.0,2.0,8
14.0,male,9,1.78,77.11,7.0,7.0,9
15.0,male,9,1.73,64.86,0.0,0.0,5
15.0,male,9,1.83,77.11,7.0,7.0,5
15.0,male,9,,,3.0,7.0,6
15.0,male,9,1.75,54.89,7.0,7.0,8
14.0,male,9,1.68,50.8,2.0,4.0,7
15.0,male,9,1.6,51.26,7.0,7.0,8
15.0,female,9,1.6,45.36,7.0,7.0,7
15.0,female,9,1.52,58.06,2.0,6.0,<5
15.0,female,9,1.6,61.24,7.0,3.0,7
14.0,female,9,1.52,65.77,5.0,1.0,6
15.0,female,9,1.63,54.89,7.0,2.0,6
15.0,female,9,1.7,57.61,4.0,4.0,9
15.0,female,9,1.57,45.36,7.0,0.0,7
16.0,female,9,1.57,97.52,1.0,0.0,5
15.0,female,9,1.55,67.59,7.0,0.0,6
15.0,female,9,1.55,72.12,6.0,0.0,7
14.0,female,9,1.7,79.38,7.0,6.0,6
15.0,female,9,1.6,95.26,0.0,0.0,<5
15.0,female,9,1.65,52.16,6.0,3.0,8
18.0,female,12,1.63,67.13,4.0,0.0,5
17.0,female,12,1.68,56.7,6.0,4.0,7
17.0,female,12,1.7,54.43,4.0,0.0,7
18.0,female,12,1.63,95.71,1.0,0.0,6
18.0,female,12,1.63,58.51,6.0,6.0,6
17.0,female,12,1.75,58.97,3.0,2.0,6
17.0,female,12,1.6,56.7,0.0,2.0,9
17.0,female,12,1.73,56.7,2.0,0.0,6
17.0,female,12,1.7,63.05,2.0,0.0,7
17.0,female,12,1.63,48.99,5.0,5.0,6
18.0,female,12,1.63,70.31,1.0,1.0,7
18.0,female,12,1.6,58.97,4.0,4.0,6
18.0,female,12,1.65,82.56,7.0,7.0,9
18.0,female,12,1.68,58.97,3.0,0.0,7
17.0,male,12,,,7.0,7.0,8
18.0,male,12,1.83,73.03,7.0,0.0,7
18.0,male,12,1.75,72.58,2.0,0.0,7
18.0,male,12,1.85,79.38,3.0,0.0,9
18.0,male,12,1.78,70.31,5.0,4.0,
17.0,male,12,1.78,48.99,3.0,0.0,6
18.0,male,12,,,7.0,7.0,8
17.0,male,12,1.75,63.05,0.0,1.0,6
18.0,male,12,1.83,72.58,7.0,5.0,7
17.0,male,12,1.73,77.11,7.0,2.0,6
18.0,male,12,1.8,65.77,1.0,0.0,6
15.0,female,10,1.65,67.13,1.0,0.0,8
15.0,female,10,1.65,64.41,5.0,0.0,7
15.0,female,10,1.78,60.78,1.0,1.0,5
15.0,female,10,1.57,66.23,1.0,0.0,7
15.0,female,10,,,0.0,0.0,7
16.0,female,10,1.5,63.5,4.0,0.0,7
16.0,female,10,1.6,83.92,2.0,0.0,7
15.0,female,10,1.65,63.05,0.0,0.0,6
15.0,female,10,1.57,61.24,2.0,2.0,<5
16.0,male,10,,,1.0,0.0,6
16.0,male,10,1.68,62.6,7.0,2.0,7
16.0,male,10,1.8,95.26,4.0,2.0,8
15.0,male,10,1.8,68.04,5.0,0.0,6
16.0,male,10,1.65,124.74,0.0,0.0,6
15.0,male,10,1.78,108.86,0.0,0.0,8
17.0,male,10,1.73,70.31,3.0,4.0,7
15.0,male,10,1.75,70.31,7.0,7.0,7
16.0,male,10,1.75,77.11,5.0,0.0,6
16.0,male,9,1.8,55.79,7.0,7.0,6
16.0,male,10,1.7,87.54,6.0,7.0,9
17.0,male,12,1.8,78.02,7.0,0.0,7
17.0,male,12,1.75,61.24,0.0,0.0,5
18.0,male,12,1.8,89.36,2.0,0.0,<5
17.0,male,12,1.83,68.04,0.0,0.0,6
18.0,male,12,1.78,70.31,4.0,0.0,5
17.0,male,12,1.96,77.11,7.0,7.0,8
18.0,male,12,1.78,68.04,7.0,7.0,7
17.0,male,12,1.8,70.31,6.0,0.0,5
17.0,male,12,1.85,68.95,7.0,0.0,7
18.0,male,12,1.7,75.75,0.0,2.0,6
18.0,male,12,1.8,70.31,7.0,7.0,7
17.0,male,12,1.75,70.31,7.0,7.0,7
17.0,male,12,1.88,74.84,2.0,3.0,6
17.0,female,12,1.63,77.11,1.0,0.0,7
17.0,female,12,1.52,58.97,7.0,3.0,6
18.0,female,12,1.55,63.5,0.0,0.0,7
18.0,female,12,1.73,56.7,7.0,7.0,7
17.0,female,12,1.68,74.84,0.0,0.0,6
18.0,female,12,1.73,49.9,0.0,0.0,8
17.0,female,12,1.6,56.7,0.0,0.0,6
17.0,female,12,1.6,79.38,3.0,1.0,7
17.0,female,12,1.68,61.24,7.0,7.0,6
17.0,female,12,1.6,56.7,4.0,3.0,8
17.0,female,12,1.55,68.04,5.0,0.0,5
18.0,female,12,1.6,53.52,2.0,0.0,8
16.0,male,10,,,7.0,4.0,6
16.0,male,10,1.7,68.95,5.0,5.0,7
15.0,male,10,1.68,122.47,5.0,5.0,6
16.0,male,10,1.9,88.45,0.0,0.0,6
16.0,male,10,1.78,61.24,7.0,7.0,10+
16.0,male,10,1.78,68.04,7.0,7.0,8
16.0,male,10,,,7.0,7.0,5
16.0,male,10,1.85,97.07,7.0,7.0,6
15.0,male,10,1.73,58.97,4.0,4.0,8
16.0,male,10,1.9,110.68,1.0,1.0,6
16.0,male,10,2.06,122.02,3.0,2.0,5
16.0,male,10,1.75,68.04,0.0,2.0,8
15.0,female,10,1.6,63.96,6.0,6.0,8
15.0,female,10,1.63,52.16,6.0,5.0,8
15.0,female,10,1.6,104.33,2.0,7.0,<5
15.0,female,10,1.68,46.27,7.0,7.0,5
15.0,male,10,1.8,70.31,6.0,5.0,7
15.0,male,10,1.88,66.68,7.0,7.0,7
16.0,male,10,1.75,65.77,7.0,7.0,7
16.0,male,10,1.78,69.4,7.0,7.0,8
15.0,male,10,1.85,108.86,3.0,1.0,7
15.0,male,10,1.78,74.84,5.0,2.0,7
14.0,female,9,1.65,49.44,2.0,2.0,6
15.0,female,9,1.68,63.5,7.0,2.0,8
15.0,male,9,1.73,56.7,0.0,7.0,6
15.0,male,9,1.78,62.6,7.0,5.0,8
15.0,male,9,1.8,95.26,7.0,7.0,6
14.0,male,9,1.57,53.98,7.0,7.0,7
15.0,male,9,1.78,79.38,1.0,4.0,7
15.0,male,9,1.7,74.84,7.0,5.0,8
14.0,female,9,1.55,63.5,0.0,0.0,10+
14.0,female,9,1.57,72.58,3.0,5.0,7
14.0,female,9,1.75,89.81,2.0,3.0,7
15.0,female,9,1.6,58.51,3.0,3.0,6
14.0,female,9,1.73,61.69,7.0,5.0,5
14.0,female,9,1.6,70.31,2.0,2.0,7
15.0,female,9,1.6,54.43,4.0,6.0,5
14.0,female,9,1.68,58.97,7.0,7.0,7
15.0,female,9,1.68,63.5,7.0,5.0,6
14.0,female,9,1.5,63.5,7.0,7.0,7
15.0,female,9,1.73,77.11,5.0,5.0,8
15.0,female,9,1.55,61.24,2.0,0.0,8
16.0,female,9,1.45,40.82,3.0,5.0,<5
18.0,male,11,1.83,144.24,4.0,4.0,<5
17.0,male,11,1.68,70.31,0.0,7.0,9
17.0,male,11,1.85,83.92,5.0,2.0,7
17.0,male,11,1.63,72.58,1.0,3.0,7
16.0,male,11,1.9,113.4,7.0,0.0,8
17.0,male,11,1.83,85.73,7.0,7.0,8
16.0,male,11,1.73,61.24,7.0,5.0,8
17.0,male,11,1.83,67.13,5.0,5.0,6
17.0,male,11,1.7,90.72,2.0,0.0,5
17.0,female,11,1.68,127.01,2.0,0.0,7
